[2026-04-21 02:02:39 UTC] [0002] 2026-03-23 12:02 C=1.15544 | R_MASTER_RESET
[2026-04-21 02:03:01 UTC] [0042] 2026-03-23 12:42 C=1.15922 | HARMONIC_TRAP phi=1.840
[2026-04-21 02:03:01 UTC] [0042] 2026-03-23 12:42 C=1.15922 | KL_FRACTURE score=6.565
[2026-04-21 02:03:01 UTC] [0042] 2026-03-23 12:42 C=1.15922 | TOPO_FRACTURE h1=10.00
[2026-04-21 02:03:01 UTC] [0043] 2026-03-23 12:43 C=1.15961 | R_MASTER_RESET
[2026-04-21 02:03:01 UTC] [0043] 2026-03-23 12:43 C=1.15961 | FVG BULLISH_FVG eq=1.15645
[2026-04-21 02:03:01 UTC] [0043] 2026-03-23 12:43 C=1.15961 | FVG BULLISH_FVG eq=1.15726
[2026-04-21 02:03:01 UTC] [0043] 2026-03-23 12:43 C=1.15961 | FVG BULLISH_FVG eq=1.15812
[2026-04-21 02:03:01 UTC] [0043] 2026-03-23 12:43 C=1.15961 | HARMONIC_TRAP phi=1.711
[2026-04-21 02:03:01 UTC] [0043] 2026-03-23 12:43 C=1.15961 | KL_FRACTURE score=5.669
[2026-04-21 02:03:01 UTC] [0043] 2026-03-23 12:43 C=1.15961 | TOPO_FRACTURE h1=10.00
[2026-04-21 02:03:02 UTC] [0044] 2026-03-23 12:44 C=1.15997 | R_MASTER_RESET
[2026-04-21 02:03:02 UTC] [0044] 2026-03-23 12:44 C=1.15997 | FVG BULLISH_FVG eq=1.15645
[2026-04-21 02:03:02 UTC] [0044] 2026-03-23 12:44 C=1.15997 | FVG BULLISH_FVG eq=1.15726
[2026-04-21 02:03:02 UTC] [0044] 2026-03-23 12:44 C=1.15997 | FVG BULLISH_FVG eq=1.15812
[2026-04-21 02:03:02 UTC] [0044] 2026-03-23 12:44 C=1.15997 | KL_FRACTURE score=3.309
[2026-04-21 02:03:02 UTC] [0044] 2026-03-23 12:44 C=1.15997 | TOPO_FRACTURE h1=10.00
[2026-04-21 02:03:03 UTC] [0045] 2026-03-23 12:45 C=1.15967 | R_MASTER_RESET
[2026-04-21 02:03:03 UTC] [0045] 2026-03-23 12:45 C=1.15967 | FVG BULLISH_FVG eq=1.15645
[2026-04-21 02:03:03 UTC] [0045] 2026-03-23 12:45 C=1.15967 | FVG BULLISH_FVG eq=1.15726
[2026-04-21 02:03:03 UTC] [0045] 2026-03-23 12:45 C=1.15967 | FVG BULLISH_FVG eq=1.15812
[2026-04-21 02:03:03 UTC] [0045] 2026-03-23 12:45 C=1.15967 | KL_FRACTURE score=3.216
[2026-04-21 02:03:03 UTC] [0045] 2026-03-23 12:45 C=1.15967 | TOPO_FRACTURE h1=10.00
[2026-04-21 02:03:03 UTC] [0046] 2026-03-23 12:46 C=1.15998 | R_MASTER_RESET
[2026-04-21 02:03:03 UTC] [0046] 2026-03-23 12:46 C=1.15998 | FVG BULLISH_FVG eq=1.15645
[2026-04-21 02:03:03 UTC] [0046] 2026-03-23 12:46 C=1.15998 | FVG BULLISH_FVG eq=1.15726
[2026-04-21 02:03:03 UTC] [0046] 2026-03-23 12:46 C=1.15998 | FVG BULLISH_FVG eq=1.15812
[2026-04-21 02:03:03 UTC] [0046] 2026-03-23 12:46 C=1.15998 | KL_FRACTURE score=3.103
[2026-04-21 02:03:03 UTC] [0046] 2026-03-23 12:46 C=1.15998 | TOPO_FRACTURE h1=10.00
[2026-04-21 02:03:04 UTC] [0047] 2026-03-23 12:47 C=1.15993 | R_MASTER_RESET
[2026-04-21 02:03:04 UTC] [0047] 2026-03-23 12:47 C=1.15993 | FVG BULLISH_FVG eq=1.15645
[2026-04-21 02:03:04 UTC] [0047] 2026-03-23 12:47 C=1.15993 | FVG BULLISH_FVG eq=1.15726
[2026-04-21 02:03:04 UTC] [0047] 2026-03-23 12:47 C=1.15993 | FVG BULLISH_FVG eq=1.15812
[2026-04-21 02:03:04 UTC] [0047] 2026-03-23 12:47 C=1.15993 | KL_FRACTURE score=3.048
[2026-04-21 02:03:04 UTC] [0047] 2026-03-23 12:47 C=1.15993 | TOPO_FRACTURE h1=10.00
[2026-04-21 02:03:04 UTC] [0048] 2026-03-23 12:48 C=1.15997 | R_MASTER_RESET
[2026-04-21 02:03:04 UTC] [0048] 2026-03-23 12:48 C=1.15997 | FVG BULLISH_FVG eq=1.15645
[2026-04-21 02:03:04 UTC] [0048] 2026-03-23 12:48 C=1.15997 | FVG BULLISH_FVG eq=1.15726
[2026-04-21 02:03:04 UTC] [0048] 2026-03-23 12:48 C=1.15997 | FVG BULLISH_FVG eq=1.15812
[2026-04-21 02:03:04 UTC] [0048] 2026-03-23 12:48 C=1.15997 | KL_FRACTURE score=3.002
[2026-04-21 02:03:04 UTC] [0048] 2026-03-23 12:48 C=1.15997 | TOPO_FRACTURE h1=10.00
[2026-04-21 02:03:05 UTC] [0049] 2026-03-23 12:49 C=1.15990 | R_MASTER_RESET
[2026-04-21 02:03:05 UTC] [0049] 2026-03-23 12:49 C=1.15990 | FVG BULLISH_FVG eq=1.15645
[2026-04-21 02:03:05 UTC] [0049] 2026-03-23 12:49 C=1.15990 | FVG BULLISH_FVG eq=1.15726
[2026-04-21 02:03:05 UTC] [0049] 2026-03-23 12:49 C=1.15990 | FVG BULLISH_FVG eq=1.15812
[2026-04-21 02:03:05 UTC] [0049] 2026-03-23 12:49 C=1.15990 | KL_FRACTURE score=2.962
[2026-04-21 02:03:05 UTC] [0049] 2026-03-23 12:49 C=1.15990 | TOPO_FRACTURE h1=10.00
[2026-04-21 02:03:05 UTC] [0050] 2026-03-23 12:50 C=1.16013 | R_MASTER_RESET
[2026-04-21 02:03:05 UTC] [0050] 2026-03-23 12:50 C=1.16013 | FVG BULLISH_FVG eq=1.15645
[2026-04-21 02:03:05 UTC] [0050] 2026-03-23 12:50 C=1.16013 | FVG BULLISH_FVG eq=1.15726
[2026-04-21 02:03:05 UTC] [0050] 2026-03-23 12:50 C=1.16013 | FVG BULLISH_FVG eq=1.15812
[2026-04-21 02:03:05 UTC] [0050] 2026-03-23 12:50 C=1.16013 | KL_FRACTURE score=2.353
[2026-04-21 02:03:05 UTC] [0050] 2026-03-23 12:50 C=1.16013 | TOPO_FRACTURE h1=10.00
[2026-04-21 02:03:06 UTC] [0051] 2026-03-23 12:51 C=1.16028 | R_MASTER_RESET
[2026-04-21 02:03:06 UTC] [0051] 2026-03-23 12:51 C=1.16028 | FVG BULLISH_FVG eq=1.15645
[2026-04-21 02:03:06 UTC] [0051] 2026-03-23 12:51 C=1.16028 | FVG BULLISH_FVG eq=1.15726
[2026-04-21 02:03:06 UTC] [0051] 2026-03-23 12:51 C=1.16028 | FVG BULLISH_FVG eq=1.15812
[2026-04-21 02:03:06 UTC] [0051] 2026-03-23 12:51 C=1.16028 | KL_FRACTURE score=2.212
[2026-04-21 02:03:06 UTC] [0051] 2026-03-23 12:51 C=1.16028 | TOPO_FRACTURE h1=10.00
[2026-04-21 02:03:07 UTC] [0052] 2026-03-23 12:52 C=1.16056 | R_MASTER_RESET
[2026-04-21 02:03:07 UTC] [0052] 2026-03-23 12:52 C=1.16056 | FVG BULLISH_FVG eq=1.15645
[2026-04-21 02:03:07 UTC] [0052] 2026-03-23 12:52 C=1.16056 | FVG BULLISH_FVG eq=1.15726
[2026-04-21 02:03:07 UTC] [0052] 2026-03-23 12:52 C=1.16056 | FVG BULLISH_FVG eq=1.15812
[2026-04-21 02:03:07 UTC] [0052] 2026-03-23 12:52 C=1.16056 | KL_FRACTURE score=1.609
[2026-04-21 02:03:07 UTC] [0052] 2026-03-23 12:52 C=1.16056 | TOPO_FRACTURE h1=10.00
[2026-04-21 02:03:07 UTC] [0053] 2026-03-23 12:53 C=1.16074 | R_MASTER_RESET
[2026-04-21 02:03:07 UTC] [0053] 2026-03-23 12:53 C=1.16074 | JUDAS_SWING score=70 wick=3.44443
[2026-04-21 02:03:07 UTC] [0053] 2026-03-23 12:53 C=1.16074 | FVG BULLISH_FVG eq=1.15645
[2026-04-21 02:03:07 UTC] [0053] 2026-03-23 12:53 C=1.16074 | FVG BULLISH_FVG eq=1.15726
[2026-04-21 02:03:07 UTC] [0053] 2026-03-23 12:53 C=1.16074 | FVG BULLISH_FVG eq=1.15812
[2026-04-21 02:03:07 UTC] [0053] 2026-03-23 12:53 C=1.16074 | KL_FRACTURE score=1.131
[2026-04-21 02:03:07 UTC] [0053] 2026-03-23 12:53 C=1.16074 | TOPO_FRACTURE h1=10.00
[2026-04-21 02:03:08 UTC] [0054] 2026-03-23 12:54 C=1.16069 | R_MASTER_RESET
[2026-04-21 02:03:08 UTC] [0054] 2026-03-23 12:54 C=1.16069 | JUDAS_SWING score=70 wick=5.42849
[2026-04-21 02:03:08 UTC] [0054] 2026-03-23 12:54 C=1.16069 | FVG BULLISH_FVG eq=1.15645
[2026-04-21 02:03:08 UTC] [0054] 2026-03-23 12:54 C=1.16069 | FVG BULLISH_FVG eq=1.15726
[2026-04-21 02:03:08 UTC] [0054] 2026-03-23 12:54 C=1.16069 | FVG BULLISH_FVG eq=1.15812
[2026-04-21 02:03:08 UTC] [0054] 2026-03-23 12:54 C=1.16069 | KL_FRACTURE score=1.116
[2026-04-21 02:03:08 UTC] [0054] 2026-03-23 12:54 C=1.16069 | TOPO_FRACTURE h1=10.00
[2026-04-21 02:03:08 UTC] [0055] 2026-03-23 12:55 C=1.16073 | R_MASTER_RESET
[2026-04-21 02:03:08 UTC] [0055] 2026-03-23 12:55 C=1.16073 | JUDAS_SWING score=70 wick=14.49928
[2026-04-21 02:03:08 UTC] [0055] 2026-03-23 12:55 C=1.16073 | FVG BULLISH_FVG eq=1.15645
[2026-04-21 02:03:08 UTC] [0055] 2026-03-23 12:55 C=1.16073 | FVG BULLISH_FVG eq=1.15726
[2026-04-21 02:03:08 UTC] [0055] 2026-03-23 12:55 C=1.16073 | FVG BULLISH_FVG eq=1.15812
[2026-04-21 02:03:08 UTC] [0055] 2026-03-23 12:55 C=1.16073 | KL_FRACTURE score=1.108
[2026-04-21 02:03:08 UTC] [0055] 2026-03-23 12:55 C=1.16073 | TOPO_FRACTURE h1=10.00
[2026-04-21 02:03:09 UTC] [0056] 2026-03-23 12:56 C=1.16104 | FVG BULLISH_FVG eq=1.15645
[2026-04-21 02:03:09 UTC] [0056] 2026-03-23 12:56 C=1.16104 | FVG BULLISH_FVG eq=1.15726
[2026-04-21 02:03:09 UTC] [0056] 2026-03-23 12:56 C=1.16104 | FVG BULLISH_FVG eq=1.15812
[2026-04-21 02:03:09 UTC] [0056] 2026-03-23 12:56 C=1.16104 | TOPO_FRACTURE h1=10.00
[2026-04-21 02:03:10 UTC] [0057] 2026-03-23 12:57 C=1.16083 | FVG BULLISH_FVG eq=1.15645
[2026-04-21 02:03:10 UTC] [0057] 2026-03-23 12:57 C=1.16083 | FVG BULLISH_FVG eq=1.15726
[2026-04-21 02:03:10 UTC] [0057] 2026-03-23 12:57 C=1.16083 | FVG BULLISH_FVG eq=1.15812
[2026-04-21 02:03:10 UTC] [0057] 2026-03-23 12:57 C=1.16083 | TOPO_FRACTURE h1=10.00
[2026-04-21 02:03:10 UTC] [0058] 2026-03-23 12:58 C=1.16084 | FVG BULLISH_FVG eq=1.15645
[2026-04-21 02:03:10 UTC] [0058] 2026-03-23 12:58 C=1.16084 | FVG BULLISH_FVG eq=1.15726
[2026-04-21 02:03:10 UTC] [0058] 2026-03-23 12:58 C=1.16084 | FVG BULLISH_FVG eq=1.15812
[2026-04-21 02:03:10 UTC] [0058] 2026-03-23 12:58 C=1.16084 | TOPO_FRACTURE h1=10.00
[2026-04-21 02:03:11 UTC] [0059] 2026-03-23 12:59 C=1.16123 | FVG BULLISH_FVG eq=1.15645
[2026-04-21 02:03:11 UTC] [0059] 2026-03-23 12:59 C=1.16123 | FVG BULLISH_FVG eq=1.15726
[2026-04-21 02:03:11 UTC] [0059] 2026-03-23 12:59 C=1.16123 | FVG BULLISH_FVG eq=1.15812
[2026-04-21 02:03:11 UTC] [0059] 2026-03-23 12:59 C=1.16123 | TOPO_FRACTURE h1=10.00
[2026-04-21 02:03:11 UTC] [0060] 2026-03-23 13:00 C=1.16122 | JUDAS_SWING score=70 wick=53.99460
[2026-04-21 02:03:11 UTC] [0060] 2026-03-23 13:00 C=1.16122 | FVG BULLISH_FVG eq=1.15645
[2026-04-21 02:03:11 UTC] [0060] 2026-03-23 13:00 C=1.16122 | FVG BULLISH_FVG eq=1.15726
[2026-04-21 02:03:11 UTC] [0060] 2026-03-23 13:00 C=1.16122 | FVG BULLISH_FVG eq=1.15812
[2026-04-21 02:03:11 UTC] [0060] 2026-03-23 13:00 C=1.16122 | TOPO_FRACTURE h1=10.00
[2026-04-21 02:03:12 UTC] [0061] 2026-03-23 13:01 C=1.16024 | FVG BULLISH_FVG eq=1.15645
[2026-04-21 02:03:12 UTC] [0061] 2026-03-23 13:01 C=1.16024 | FVG BULLISH_FVG eq=1.15726
[2026-04-21 02:03:12 UTC] [0061] 2026-03-23 13:01 C=1.16024 | FVG BULLISH_FVG eq=1.15812
[2026-04-21 02:03:12 UTC] [0061] 2026-03-23 13:01 C=1.16024 | TOPO_FRACTURE h1=10.00
[2026-04-21 02:03:12 UTC] [0062] 2026-03-23 13:02 C=1.16010 | FVG BULLISH_FVG eq=1.15726
[2026-04-21 02:03:12 UTC] [0062] 2026-03-23 13:02 C=1.16010 | FVG BULLISH_FVG eq=1.15812
[2026-04-21 02:03:12 UTC] [0062] 2026-03-23 13:02 C=1.16010 | FVG BEARISH_FVG eq=1.16061
[2026-04-21 02:03:12 UTC] [0062] 2026-03-23 13:02 C=1.16010 | TOPO_FRACTURE h1=10.00
[2026-04-21 02:03:13 UTC] [0063] 2026-03-23 13:03 C=1.16065 | FVG BULLISH_FVG eq=1.15726
[2026-04-21 02:03:13 UTC] [0063] 2026-03-23 13:03 C=1.16065 | FVG BULLISH_FVG eq=1.15812
[2026-04-21 02:03:13 UTC] [0063] 2026-03-23 13:03 C=1.16065 | FVG BEARISH_FVG eq=1.16061
[2026-04-21 02:03:13 UTC] [0063] 2026-03-23 13:03 C=1.16065 | TOPO_FRACTURE h1=10.00
[2026-04-21 02:03:14 UTC] [0064] 2026-03-23 13:04 C=1.16039 | FVG BULLISH_FVG eq=1.15812
[2026-04-21 02:03:14 UTC] [0064] 2026-03-23 13:04 C=1.16039 | FVG BEARISH_FVG eq=1.16061
[2026-04-21 02:03:14 UTC] [0064] 2026-03-23 13:04 C=1.16039 | FVG BULLISH_FVG eq=1.16029
[2026-04-21 02:03:14 UTC] [0064] 2026-03-23 13:04 C=1.16039 | TOPO_FRACTURE h1=10.00
[2026-04-21 02:03:14 UTC] [0065] 2026-03-23 13:05 C=1.15995 | FVG BULLISH_FVG eq=1.15812
[2026-04-21 02:03:14 UTC] [0065] 2026-03-23 13:05 C=1.15995 | FVG BEARISH_FVG eq=1.16061
[2026-04-21 02:03:14 UTC] [0065] 2026-03-23 13:05 C=1.15995 | FVG BULLISH_FVG eq=1.16029
[2026-04-21 02:03:14 UTC] [0065] 2026-03-23 13:05 C=1.15995 | TOPO_FRACTURE h1=10.00
[2026-04-21 02:03:15 UTC] [0066] 2026-03-23 13:06 C=1.15978 | FVG BEARISH_FVG eq=1.16061
[2026-04-21 02:03:15 UTC] [0066] 2026-03-23 13:06 C=1.15978 | FVG BULLISH_FVG eq=1.16029
[2026-04-21 02:03:15 UTC] [0066] 2026-03-23 13:06 C=1.15978 | FVG BEARISH_FVG eq=1.16024
[2026-04-21 02:03:15 UTC] [0066] 2026-03-23 13:06 C=1.15978 | TOPO_FRACTURE h1=10.00
[2026-04-21 02:03:15 UTC] [0067] 2026-03-23 13:07 C=1.15950 | R_MASTER_RESET
[2026-04-21 02:03:15 UTC] [0067] 2026-03-23 13:07 C=1.15950 | FVG BEARISH_FVG eq=1.16061
[2026-04-21 02:03:15 UTC] [0067] 2026-03-23 13:07 C=1.15950 | FVG BULLISH_FVG eq=1.16029
[2026-04-21 02:03:15 UTC] [0067] 2026-03-23 13:07 C=1.15950 | FVG BEARISH_FVG eq=1.16024
[2026-04-21 02:03:15 UTC] [0067] 2026-03-23 13:07 C=1.15950 | KL_FRACTURE score=1.103
[2026-04-21 02:03:15 UTC] [0067] 2026-03-23 13:07 C=1.15950 | TOPO_FRACTURE h1=10.00
[2026-04-21 02:03:16 UTC] [0068] 2026-03-23 13:08 C=1.15942 | R_MASTER_RESET
[2026-04-21 02:03:16 UTC] [0068] 2026-03-23 13:08 C=1.15942 | FVG BULLISH_FVG eq=1.16029
[2026-04-21 02:03:16 UTC] [0068] 2026-03-23 13:08 C=1.15942 | FVG BEARISH_FVG eq=1.16024
[2026-04-21 02:03:16 UTC] [0068] 2026-03-23 13:08 C=1.15942 | FVG BEARISH_FVG eq=1.15955
[2026-04-21 02:03:16 UTC] [0068] 2026-03-23 13:08 C=1.15942 | HARMONIC_TRAP phi=1.574
[2026-04-21 02:03:16 UTC] [0068] 2026-03-23 13:08 C=1.15942 | KL_FRACTURE score=1.112
[2026-04-21 02:03:16 UTC] [0068] 2026-03-23 13:08 C=1.15942 | TOPO_FRACTURE h1=10.00
[2026-04-21 02:03:17 UTC] [0069] 2026-03-23 13:09 C=1.15955 | R_MASTER_RESET
[2026-04-21 02:03:17 UTC] [0069] 2026-03-23 13:09 C=1.15955 | FVG BULLISH_FVG eq=1.16029
[2026-04-21 02:03:17 UTC] [0069] 2026-03-23 13:09 C=1.15955 | FVG BEARISH_FVG eq=1.16024
[2026-04-21 02:03:17 UTC] [0069] 2026-03-23 13:09 C=1.15955 | FVG BEARISH_FVG eq=1.15955
[2026-04-21 02:03:17 UTC] [0069] 2026-03-23 13:09 C=1.15955 | HARMONIC_TRAP phi=1.634
[2026-04-21 02:03:17 UTC] [0069] 2026-03-23 13:09 C=1.15955 | KL_FRACTURE score=1.156
[2026-04-21 02:03:17 UTC] [0069] 2026-03-23 13:09 C=1.15955 | TOPO_FRACTURE h1=10.00
[2026-04-21 02:03:17 UTC] [0070] 2026-03-23 13:10 C=1.15924 | R_MASTER_RESET
[2026-04-21 02:03:17 UTC] [0070] 2026-03-23 13:10 C=1.15924 | FVG BULLISH_FVG eq=1.16029
[2026-04-21 02:03:17 UTC] [0070] 2026-03-23 13:10 C=1.15924 | FVG BEARISH_FVG eq=1.16024
[2026-04-21 02:03:17 UTC] [0070] 2026-03-23 13:10 C=1.15924 | FVG BEARISH_FVG eq=1.15955
[2026-04-21 02:03:17 UTC] [0070] 2026-03-23 13:10 C=1.15924 | HARMONIC_TRAP phi=1.701
[2026-04-21 02:03:17 UTC] [0070] 2026-03-23 13:10 C=1.15924 | KL_FRACTURE score=1.169
[2026-04-21 02:03:17 UTC] [0070] 2026-03-23 13:10 C=1.15924 | TOPO_FRACTURE h1=10.00
[2026-04-21 02:03:18 UTC] [0071] 2026-03-23 13:11 C=1.15918 | R_MASTER_RESET
[2026-04-21 02:03:18 UTC] [0071] 2026-03-23 13:11 C=1.15918 | FVG BEARISH_FVG eq=1.16024
[2026-04-21 02:03:18 UTC] [0071] 2026-03-23 13:11 C=1.15918 | FVG BEARISH_FVG eq=1.15955
[2026-04-21 02:03:18 UTC] [0071] 2026-03-23 13:11 C=1.15918 | FVG BEARISH_FVG eq=1.15933
[2026-04-21 02:03:18 UTC] [0071] 2026-03-23 13:11 C=1.15918 | HARMONIC_TRAP phi=1.759
[2026-04-21 02:03:18 UTC] [0071] 2026-03-23 13:11 C=1.15918 | KL_FRACTURE score=1.594
[2026-04-21 02:03:18 UTC] [0071] 2026-03-23 13:11 C=1.15918 | TOPO_FRACTURE h1=10.00
[2026-04-21 02:03:18 UTC] [0072] 2026-03-23 13:12 C=1.15930 | R_MASTER_RESET
[2026-04-21 02:03:18 UTC] [0072] 2026-03-23 13:12 C=1.15930 | FVG BEARISH_FVG eq=1.16024
[2026-04-21 02:03:18 UTC] [0072] 2026-03-23 13:12 C=1.15930 | FVG BEARISH_FVG eq=1.15955
[2026-04-21 02:03:18 UTC] [0072] 2026-03-23 13:12 C=1.15930 | FVG BEARISH_FVG eq=1.15933
[2026-04-21 02:03:18 UTC] [0072] 2026-03-23 13:12 C=1.15930 | HARMONIC_TRAP phi=1.811
[2026-04-21 02:03:18 UTC] [0072] 2026-03-23 13:12 C=1.15930 | KL_FRACTURE score=1.632
[2026-04-21 02:03:18 UTC] [0072] 2026-03-23 13:12 C=1.15930 | TOPO_FRACTURE h1=10.00
[2026-04-21 02:03:19 UTC] [0073] 2026-03-23 13:13 C=1.15883 | R_MASTER_RESET
[2026-04-21 02:03:19 UTC] [0073] 2026-03-23 13:13 C=1.15883 | FVG BEARISH_FVG eq=1.16024
[2026-04-21 02:03:19 UTC] [0073] 2026-03-23 13:13 C=1.15883 | FVG BEARISH_FVG eq=1.15955
[2026-04-21 02:03:19 UTC] [0073] 2026-03-23 13:13 C=1.15883 | FVG BEARISH_FVG eq=1.15933
[2026-04-21 02:03:19 UTC] [0073] 2026-03-23 13:13 C=1.15883 | HARMONIC_TRAP phi=1.871
[2026-04-21 02:03:19 UTC] [0073] 2026-03-23 13:13 C=1.15883 | KL_FRACTURE score=1.655
[2026-04-21 02:03:19 UTC] [0073] 2026-03-23 13:13 C=1.15883 | TOPO_FRACTURE h1=10.00
[2026-04-21 02:03:19 UTC] [0074] 2026-03-23 13:14 C=1.15913 | R_MASTER_RESET
[2026-04-21 02:03:19 UTC] [0074] 2026-03-23 13:14 C=1.15913 | FVG BEARISH_FVG eq=1.16024
[2026-04-21 02:03:19 UTC] [0074] 2026-03-23 13:14 C=1.15913 | FVG BEARISH_FVG eq=1.15955
[2026-04-21 02:03:19 UTC] [0074] 2026-03-23 13:14 C=1.15913 | FVG BEARISH_FVG eq=1.15933
[2026-04-21 02:03:19 UTC] [0074] 2026-03-23 13:14 C=1.15913 | HARMONIC_TRAP phi=1.921
[2026-04-21 02:03:19 UTC] [0074] 2026-03-23 13:14 C=1.15913 | KL_FRACTURE score=2.504
[2026-04-21 02:03:19 UTC] [0074] 2026-03-23 13:14 C=1.15913 | TOPO_FRACTURE h1=10.00
[2026-04-21 02:03:20 UTC] [0075] 2026-03-23 13:15 C=1.15915 | R_MASTER_RESET
[2026-04-21 02:03:20 UTC] [0075] 2026-03-23 13:15 C=1.15915 | FVG BEARISH_FVG eq=1.16024
[2026-04-21 02:03:20 UTC] [0075] 2026-03-23 13:15 C=1.15915 | FVG BEARISH_FVG eq=1.15955
[2026-04-21 02:03:20 UTC] [0075] 2026-03-23 13:15 C=1.15915 | FVG BEARISH_FVG eq=1.15933
[2026-04-21 02:03:20 UTC] [0075] 2026-03-23 13:15 C=1.15915 | HARMONIC_TRAP phi=1.974
[2026-04-21 02:03:20 UTC] [0075] 2026-03-23 13:15 C=1.15915 | KL_FRACTURE score=2.189
[2026-04-21 02:03:20 UTC] [0075] 2026-03-23 13:15 C=1.15915 | TOPO_FRACTURE h1=10.00
[2026-04-21 02:03:21 UTC] [0076] 2026-03-23 13:16 C=1.15913 | R_MASTER_RESET
[2026-04-21 02:03:21 UTC] [0076] 2026-03-23 13:16 C=1.15913 | FVG BEARISH_FVG eq=1.16024
[2026-04-21 02:03:21 UTC] [0076] 2026-03-23 13:16 C=1.15913 | FVG BEARISH_FVG eq=1.15955
[2026-04-21 02:03:21 UTC] [0076] 2026-03-23 13:16 C=1.15913 | FVG BEARISH_FVG eq=1.15933
[2026-04-21 02:03:21 UTC] [0076] 2026-03-23 13:16 C=1.15913 | HARMONIC_TRAP phi=2.036
[2026-04-21 02:03:21 UTC] [0076] 2026-03-23 13:16 C=1.15913 | KL_FRACTURE score=2.199
[2026-04-21 02:03:21 UTC] [0076] 2026-03-23 13:16 C=1.15913 | TOPO_FRACTURE h1=10.00
[2026-04-21 02:03:21 UTC] [0077] 2026-03-23 13:17 C=1.15849 | R_MASTER_RESET
[2026-04-21 02:03:21 UTC] [0077] 2026-03-23 13:17 C=1.15849 | FVG BEARISH_FVG eq=1.16024
[2026-04-21 02:03:21 UTC] [0077] 2026-03-23 13:17 C=1.15849 | FVG BEARISH_FVG eq=1.15955
[2026-04-21 02:03:21 UTC] [0077] 2026-03-23 13:17 C=1.15849 | FVG BEARISH_FVG eq=1.15933
[2026-04-21 02:03:21 UTC] [0077] 2026-03-23 13:17 C=1.15849 | HARMONIC_TRAP phi=2.120
[2026-04-21 02:03:21 UTC] [0077] 2026-03-23 13:17 C=1.15849 | KL_FRACTURE score=2.198
[2026-04-21 02:03:21 UTC] [0077] 2026-03-23 13:17 C=1.15849 | TOPO_FRACTURE h1=10.00
[2026-04-21 02:03:22 UTC] [0078] 2026-03-23 13:18 C=1.15890 | R_MASTER_RESET
[2026-04-21 02:03:22 UTC] [0078] 2026-03-23 13:18 C=1.15890 | FVG BEARISH_FVG eq=1.15955
[2026-04-21 02:03:22 UTC] [0078] 2026-03-23 13:18 C=1.15890 | FVG BEARISH_FVG eq=1.15933
[2026-04-21 02:03:22 UTC] [0078] 2026-03-23 13:18 C=1.15890 | FVG BEARISH_FVG eq=1.15902
[2026-04-21 02:03:22 UTC] [0078] 2026-03-23 13:18 C=1.15890 | HARMONIC_TRAP phi=2.199
[2026-04-21 02:03:22 UTC] [0078] 2026-03-23 13:18 C=1.15890 | KL_FRACTURE score=2.625
[2026-04-21 02:03:22 UTC] [0078] 2026-03-23 13:18 C=1.15890 | TOPO_FRACTURE h1=10.00
[2026-04-21 02:03:22 UTC] [0079] 2026-03-23 13:19 C=1.15834 | R_MASTER_RESET
[2026-04-21 02:03:22 UTC] [0079] 2026-03-23 13:19 C=1.15834 | FVG BEARISH_FVG eq=1.15955
[2026-04-21 02:03:22 UTC] [0079] 2026-03-23 13:19 C=1.15834 | FVG BEARISH_FVG eq=1.15933
[2026-04-21 02:03:22 UTC] [0079] 2026-03-23 13:19 C=1.15834 | FVG BEARISH_FVG eq=1.15902
[2026-04-21 02:03:22 UTC] [0079] 2026-03-23 13:19 C=1.15834 | HARMONIC_TRAP phi=2.289
[2026-04-21 02:03:22 UTC] [0079] 2026-03-23 13:19 C=1.15834 | KL_FRACTURE score=2.569
[2026-04-21 02:03:22 UTC] [0079] 2026-03-23 13:19 C=1.15834 | TOPO_FRACTURE h1=10.00
[2026-04-21 02:03:23 UTC] [0080] 2026-03-23 13:20 C=1.15870 | R_MASTER_RESET
[2026-04-21 02:03:23 UTC] [0080] 2026-03-23 13:20 C=1.15870 | FVG BEARISH_FVG eq=1.15955
[2026-04-21 02:03:23 UTC] [0080] 2026-03-23 13:20 C=1.15870 | FVG BEARISH_FVG eq=1.15933
[2026-04-21 02:03:23 UTC] [0080] 2026-03-23 13:20 C=1.15870 | FVG BEARISH_FVG eq=1.15902
[2026-04-21 02:03:23 UTC] [0080] 2026-03-23 13:20 C=1.15870 | HARMONIC_TRAP phi=2.375
[2026-04-21 02:03:23 UTC] [0080] 2026-03-23 13:20 C=1.15870 | KL_FRACTURE score=2.562
[2026-04-21 02:03:23 UTC] [0080] 2026-03-23 13:20 C=1.15870 | TOPO_FRACTURE h1=10.00
[2026-04-21 02:03:24 UTC] [0081] 2026-03-23 13:21 C=1.15835 | R_MASTER_RESET
[2026-04-21 02:03:24 UTC] [0081] 2026-03-23 13:21 C=1.15835 | FVG BEARISH_FVG eq=1.15955
[2026-04-21 02:03:24 UTC] [0081] 2026-03-23 13:21 C=1.15835 | FVG BEARISH_FVG eq=1.15933
[2026-04-21 02:03:24 UTC] [0081] 2026-03-23 13:21 C=1.15835 | FVG BEARISH_FVG eq=1.15902
[2026-04-21 02:03:24 UTC] [0081] 2026-03-23 13:21 C=1.15835 | HARMONIC_TRAP phi=2.469
[2026-04-21 02:03:24 UTC] [0081] 2026-03-23 13:21 C=1.15835 | KL_FRACTURE score=2.533
